datahora,estado,municipio,bioma,latitude,longitude,mes,dia,hora,count
2002-11-08 16:45:00,PARA,ABAETETUBA,Amazonia,-1.794,-48.809,11,8,16,25
2002-11-24 16:45:00,PARA,ABAETETUBA,Amazonia,-1.682,-48.942,11,24,16,14
2002-10-30 16:51:00,PARA,ABEL FIGUEIREDO,Amazonia,-5.005,-48.345,10,30,16,11
2002-09-18 19:53:17,TOCANTINS,ABREULANDIA,Cerrado,-9.67667,-48.96333,9,18,19,12
2002-09-19 16:56:00,TOCANTINS,ABREULANDIA,Cerrado,-9.604,-49.063,9,19,16,12
2002-08-23 17:45:00,TOCANTINS,ABREULANDIA,Cerrado,-9.45,-49.33333,8,23,17,11
2002-11-01 16:38:00,MARANHAO,ACAILANDIA,Amazonia,-4.976,-47.36600000000001,11,1,16,14
2002-10-05 19:44:41,MARANHAO,ACAILANDIA,Amazonia,-5.16667,-47.215,10,5,19,12
2002-10-06 19:20:50,MARANHAO,ACAILANDIA,Amazonia,-4.995,-47.025,10,6,19,13
2002-12-06 19:46:38,MARANHAO,ACAILANDIA,Amazonia,-4.46667,-47.14,12,6,19,11
2002-11-07 19:47:42,MARANHAO,ACAILANDIA,Amazonia,-4.99667,-47.60167,11,7,19,20
2002-11-08 19:24:28,MARANHAO,ACAILANDIA,Amazonia,-4.6816699999999996,-47.14,11,8,19,13
2002-12-08 01:43:00,MARANHAO,ACAILANDIA,Amazonia,-4.405,-47.168,12,8,1,11
2002-10-09 19:47:32,MARANHAO,ACAILANDIA,Amazonia,-4.915,-47.69333,10,9,19,23
2002-11-15 19:53:47,MARANHAO,ACAILANDIA,Amazonia,-4.82,-47.65167,11,15,19,11
2002-12-15 19:28:39,MARANHAO,ACAILANDIA,Amazonia,-4.763330000000001,-47.13,12,15,19,18
2002-11-17 16:38:00,MARANHAO,ACAILANDIA,Amazonia,-4.781000000000001,-47.375,11,17,16,12
2002-09-18 19:53:17,MARANHAO,ACAILANDIA,Amazonia,-4.771669999999999,-47.89667,9,18,19,15
2002-11-20 21:13:00,MARANHAO,ACAILANDIA,Amazonia,-4.67333,-47.37,11,20,21,11
2002-10-21 01:43:00,MARANHAO,ACAILANDIA,Amazonia,-4.856,-47.744,10,21,1,14
2002-10-21 04:38:00,MARANHAO,ACAILANDIA,Amazonia,-4.915,-47.75,10,21,4,11
2002-10-21 16:57:00,MARANHAO,ACAILANDIA,Amazonia,-5.024,-47.617,10,21,16,13
2002-10-21 19:57:38,MARANHAO,ACAILANDIA,Amazonia,-4.63167,-47.07,10,21,19,12
2002-10-22 19:34:40,MARANHAO,ACAILANDIA,Amazonia,-4.91167,-47.72,10,22,19,11
2002-10-23 01:30:00,MARANHAO,ACAILANDIA,Amazonia,-5.044,-47.152,10,23,1,13
2002-10-23 13:54:00,MARANHAO,ACAILANDIA,Amazonia,-4.853,-46.977,10,23,13,12
2002-11-23 19:59:49,MARANHAO,ACAILANDIA,Amazonia,-4.805,-47.875,11,23,19,23
2002-11-24 01:30:00,MARANHAO,ACAILANDIA,Amazonia,-4.771,-47.944,11,24,1,13
2002-10-26 19:37:48,MARANHAO,ACAILANDIA,Amazonia,-4.51167,-47.095,10,26,19,31
2002-10-27 01:30:43,MARANHAO,ACAILANDIA,Amazonia,-4.676,-47.159,10,27,1,12
2002-11-28 19:39:38,MARANHAO,ACAILANDIA,Amazonia,-4.69833,-47.85,11,28,19,27
2002-10-30 16:51:00,MARANHAO,ACAILANDIA,Amazonia,-4.558,-47.157,10,30,16,33
2002-10-30 19:40:52,MARANHAO,ACAILANDIA,Amazonia,-4.97,-46.98667,10,30,19,23
2002-10-31 20:55:42,MARANHAO,ACAILANDIA,Amazonia,-4.71667,-47.84667,10,31,20,12
2002-11-01 16:39:00,PARA,ACARA,Amazonia,-1.724,-48.254,11,1,16,29
2002-12-01 16:51:00,PARA,ACARA,Amazonia,-2.029,-48.31,12,1,16,22
2002-09-05 16:46:00,PARA,ACARA,Amazonia,-1.712,-48.2,9,5,16,17
2002-10-07 01:31:00,PARA,ACARA,Amazonia,-2.388,-48.475,10,7,1,20
2002-10-07 04:26:00,PARA,ACARA,Amazonia,-2.3890000000000002,-48.479,10,7,4,12
2002-10-07 16:46:00,PARA,ACARA,Amazonia,-2.391,-48.476000000000006,10,7,16,29
2002-10-08 02:14:00,PARA,ACARA,Amazonia,-2.383,-48.481,10,8,2,12
2002-11-08 16:45:00,PARA,ACARA,Amazonia,-1.645,-48.414,11,8,16,44
2002-11-17 16:39:00,PARA,ACARA,Amazonia,-1.8230000000000002,-48.125,11,17,16,58
2002-09-21 16:46:00,PARA,ACARA,Amazonia,-1.5419999999999998,-48.4,9,21,16,13
2002-11-22 16:57:00,PARA,ACARA,Amazonia,-1.9380000000000002,-48.438,11,22,16,21
2002-11-24 16:45:00,PARA,ACARA,Amazonia,-2.4419999999999997,-48.85,11,24,16,136
2002-10-25 16:33:00,PARA,ACARA,Amazonia,-1.952,-48.237,10,25,16,69
2002-08-26 16:09:00,PARA,ACARA,Amazonia,-2.094,-48.324,8,26,16,15
2002-11-26 16:33:00,PARA,ACARA,Amazonia,-2.0869999999999997,-48.517,11,26,16,40
2002-11-28 16:21:00,PARA,ACARA,Amazonia,-2.032,-48.32100000000001,11,28,16,24
2002-08-29 16:40:00,PARA,ACARA,Amazonia,-1.8319999999999999,-48.127,8,29,16,20
2002-11-29 17:04:00,PARA,ACARA,Amazonia,-1.933,-48.166,11,29,17,12
2002-10-30 16:52:00,PARA,ACARA,Amazonia,-2.062,-48.112,10,30,16,30
2002-10-02 19:17:30,PIAUI,ACAUA,Caatinga,-8.13167,-40.985,10,2,19,17
2002-12-03 19:20:30,CEARA,ACOPIARA,Caatinga,-6.32333,-39.49333,12,3,19,48
2002-12-06 19:46:38,CEARA,ACOPIARA,Caatinga,-6.29167,-39.66,12,6,19,54
2002-12-07 19:23:35,CEARA,ACOPIARA,Caatinga,-5.986669999999999,-39.39333,12,7,19,11
2002-11-08 19:24:28,CEARA,ACOPIARA,Caatinga,-6.25667,-39.68,11,8,19,15
2002-11-09 19:01:36,CEARA,ACOPIARA,Caatinga,-6.13333,-39.39,11,9,19,14
2002-10-11 19:02:11,CEARA,ACOPIARA,Caatinga,-6.085,-39.605,10,11,19,19
2002-12-11 21:04:34,CEARA,ACOPIARA,Caatinga,-6.1866699999999994,-39.76667,12,11,21,11
2002-11-12 19:27:29,CEARA,ACOPIARA,Caatinga,-6.06,-39.27167,11,12,19,82
2002-12-12 19:04:09,CEARA,ACOPIARA,Caatinga,-6.0,-39.15333,12,12,19,37
2002-11-13 19:04:35,CEARA,ACOPIARA,Caatinga,-6.065,-39.25333,11,13,19,63
2002-10-14 19:27:43,CEARA,ACOPIARA,Caatinga,-6.02,-39.575,10,14,19,12
2002-10-15 19:05:05,CEARA,ACOPIARA,Caatinga,-6.095,-39.79167,10,15,19,19
2002-11-15 19:53:47,CEARA,ACOPIARA,Caatinga,-6.15667,-39.77667,11,15,19,13
2002-11-16 19:30:23,CEARA,ACOPIARA,Caatinga,-6.07333,-39.565,11,16,19,62
2002-11-17 19:07:29,CEARA,ACOPIARA,Caatinga,-6.27833,-39.53667,11,17,19,31
2002-10-19 19:08:17,CEARA,ACOPIARA,Caatinga,-6.03333,-39.625,10,19,19,28
2002-11-20 21:13:00,CEARA,ACOPIARA,Caatinga,-6.11,-39.70833,11,20,21,27
2002-12-20 20:46:36,CEARA,ACOPIARA,Caatinga,-6.27833,-39.57333,12,20,20,22
2002-11-21 19:10:29,CEARA,ACOPIARA,Caatinga,-6.23833,-39.655,11,21,19,56
2002-10-22 19:34:40,CEARA,ACOPIARA,Caatinga,-6.316669999999999,-39.64833,10,22,19,13
2002-10-23 19:11:22,CEARA,ACOPIARA,Caatinga,-6.058330000000001,-39.55333,10,23,19,23
2002-11-24 21:16:27,CEARA,ACOPIARA,Caatinga,-6.17167,-39.70333,11,24,21,17
2002-12-24 20:49:46,CEARA,ACOPIARA,Caatinga,-6.191669999999999,-39.58667,12,24,20,13
2002-11-25 19:13:30,CEARA,ACOPIARA,Caatinga,-6.305,-39.52167,11,25,19,15
2002-10-26 19:37:48,CEARA,ACOPIARA,Caatinga,-6.111669999999999,-39.48667,10,26,19,26
2002-09-28 20:52:43,CEARA,ACOPIARA,Caatinga,-6.20167,-39.65833,9,28,20,13
2002-11-28 19:39:38,CEARA,ACOPIARA,Caatinga,-6.2666699999999995,-39.56833,11,28,19,42
2002-11-29 19:17:14,CEARA,ACOPIARA,Caatinga,-6.01,-39.09833,11,29,19,102
2002-10-30 19:40:52,CEARA,ACOPIARA,Caatinga,-6.105,-39.845,10,30,19,13
2002-10-02 18:04:00,ACRE,ACRELANDIA,Amazonia,-9.801,-66.903,10,2,18,12
2002-10-04 17:45:00,ACRE,ACRELANDIA,Amazonia,-10.0,-66.95,10,4,17,58
2002-09-05 18:22:00,ACRE,ACRELANDIA,Amazonia,-9.761000000000001,-67.138,9,5,18,31
2002-09-06 17:45:00,ACRE,ACRELANDIA,Amazonia,-9.75,-67.15,9,6,17,44
2002-09-06 19:42:44,ACRE,ACRELANDIA,Amazonia,-9.94333,-66.94167,9,6,19,44
2002-09-07 02:56:00,ACRE,ACRELANDIA,Amazonia,-9.826,-67.119,9,7,2,18
2002-09-07 05:54:00,ACRE,ACRELANDIA,Amazonia,-9.898,-66.914,9,7,5,13
2002-09-07 18:10:00,ACRE,ACRELANDIA,Amazonia,-9.892999999999999,-66.916,9,7,18,16
2002-09-16 18:04:00,ACRE,ACRELANDIA,Amazonia,-10.003,-66.999,9,16,18,28
2002-09-23 18:10:00,ACRE,ACRELANDIA,Amazonia,-10.078,-66.953,9,23,18,44
2002-09-25 17:45:00,ACRE,ACRELANDIA,Amazonia,-10.2,-67.01666999999999,9,25,17,94
2002-09-27 17:46:00,ACRE,ACRELANDIA,Amazonia,-9.899,-66.639,9,27,17,42
2002-09-27 19:37:34,ACRE,ACRELANDIA,Amazonia,-9.82167,-66.99,9,27,19,11
2002-10-20 16:14:00,MARANHAO,AFONSO CUNHA,Cerrado,-4.268,-43.298,10,20,16,14
2002-10-04 13:24:00,PERNAMBUCO,AFRANIO,Caatinga,-8.621,-40.891,10,4,13,11
2002-09-01 01:55:00,PARA,AGUA AZUL DO NORTE,Amazonia,-7.031000000000001,-50.184,9,1,1,14
2002-09-02 19:38:59,PARA,AGUA AZUL DO NORTE,Amazonia,-6.736669999999999,-50.125,9,2,19,24
2002-10-04 20:07:43,PARA,AGUA AZUL DO NORTE,Amazonia,-6.82333,-49.965,10,4,20,13
2002-09-06 19:42:44,PARA,AGUA AZUL DO NORTE,Amazonia,-6.90667,-50.24167,9,6,19,15
2002-09-07 16:32:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.852,-50.695,9,7,16,12
2002-08-08 16:21:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.569,-50.475,8,8,16,12
2002-08-09 17:45:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.91667,-50.46667,8,9,17,17
2002-09-10 17:45:00,PARA,AGUA AZUL DO NORTE,Amazonia,-7.066669999999999,-50.41667,9,10,17,34
2002-09-10 19:46:22,PARA,AGUA AZUL DO NORTE,Amazonia,-7.07833,-50.46667,9,10,19,34
2002-08-11 16:51:00,PARA,AGUA AZUL DO NORTE,Amazonia,-7.05,-50.549,8,11,16,17
2002-08-11 20:07:29,PARA,AGUA AZUL DO NORTE,Amazonia,-6.59333,-50.11333,8,11,20,32
2002-08-12 17:45:00,PARA,AGUA AZUL DO NORTE,Amazonia,-7.0166699999999995,-50.55,8,12,17,18
2002-08-12 21:26:25,PARA,AGUA AZUL DO NORTE,Amazonia,-7.015,-50.55,8,12,21,27
2002-09-12 01:44:37,PARA,AGUA AZUL DO NORTE,Amazonia,-6.728,-49.856,9,12,1,16
2002-09-13 20:13:26,PARA,AGUA AZUL DO NORTE,Amazonia,-6.683330000000001,-49.89833,9,13,20,17
2002-09-14 16:38:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.843999999999999,-50.374,9,14,16,32
2002-09-14 19:49:47,PARA,AGUA AZUL DO NORTE,Amazonia,-6.8,-50.14167,9,14,19,30
