datahora,estado,municipio,bioma,latitude,longitude,mes,dia,hora,count
2013-12-01 16:22:00,PARA,ABAETETUBA,Amazonia,-1.90399,-48.96701,12,1,16,12
2013-12-04 17:06:00,PARA,ABAETETUBA,Amazonia,-1.6988900000000002,-48.58506,12,4,17,19
2013-12-05 16:47:00,PARA,ABAETETUBA,Amazonia,-1.9341700000000002,-48.92374,12,5,16,31
2013-10-07 16:53:00,PARA,ABAETETUBA,Amazonia,-1.7633900000000002,-48.69213,10,7,16,14
2013-07-09 16:39:00,PARA,ABAETETUBA,Amazonia,-1.77908,-48.77823,7,9,16,11
2013-12-09 17:12:00,PARA,ABAETETUBA,Amazonia,-1.72943,-48.97358,12,9,17,11
2013-08-10 16:39:00,PARA,ABAETETUBA,Amazonia,-1.68662,-48.86155,8,10,16,11
2013-08-11 16:20:00,PARA,ABAETETUBA,Amazonia,-1.7845900000000001,-48.90973,8,11,16,11
2013-10-11 17:18:00,PARA,ABAETETUBA,Amazonia,-1.75892,-48.69687,10,11,17,13
2013-08-13 17:23:00,PARA,ABAETETUBA,Amazonia,-1.7713,-48.73163,8,13,17,11
2013-07-15 16:26:00,PARA,ABAETETUBA,Amazonia,-1.8273599999999999,-48.92716,7,15,16,16
2013-08-15 16:46:00,PARA,ABAETETUBA,Amazonia,-1.76777,-48.8274,8,15,16,21
2013-10-15 16:03:00,PARA,ABAETETUBA,Amazonia,-1.72837,-48.69501,10,15,16,11
2013-12-16 16:41:00,PARA,ABAETETUBA,Amazonia,-1.88766,-48.93536,12,16,16,14
2013-12-17 16:22:00,PARA,ABAETETUBA,Amazonia,-1.68596,-48.85828,12,17,16,41
2013-11-18 17:06:00,PARA,ABAETETUBA,Amazonia,-1.8077900000000002,-48.82048,11,18,17,14
2013-07-19 16:51:00,PARA,ABAETETUBA,Amazonia,-1.7535599999999998,-48.6208,7,19,16,15
2013-09-19 16:48:00,PARA,ABAETETUBA,Amazonia,-1.742,-48.633,9,19,16,12
2013-09-19 17:30:00,PARA,ABAETETUBA,Amazonia,-1.71297,-48.77045,9,19,17,12
2013-11-19 16:47:00,PARA,ABAETETUBA,Amazonia,-1.7055,-48.64552,11,19,16,21
2013-09-21 16:53:00,PARA,ABAETETUBA,Amazonia,-1.64211,-48.74533,9,21,16,13
2013-10-23 16:53:00,PARA,ABAETETUBA,Amazonia,-1.7903099999999998,-48.7705,10,23,16,13
2013-11-24 16:53:00,PARA,ABAETETUBA,Amazonia,-1.7075599999999997,-48.77628,11,24,16,33
2013-10-25 16:15:00,PARA,ABAETETUBA,Amazonia,-1.70954,-48.6562,10,25,16,11
2013-10-01 17:03:00,TOCANTINS,ABREULANDIA,Cerrado,-9.45422,-49.33595,10,1,17,11
2013-10-02 16:44:00,TOCANTINS,ABREULANDIA,Cerrado,-9.38983,-49.4384,10,2,16,18
2013-09-11 16:38:00,TOCANTINS,ABREULANDIA,Cerrado,-9.337539999999999,-49.71969,9,11,16,13
2013-09-13 16:00:00,TOCANTINS,ABREULANDIA,Cerrado,-9.4628,-49.30332,9,13,16,13
2013-10-14 16:19:00,TOCANTINS,ABREULANDIA,Cerrado,-9.67452,-49.0075,10,14,16,14
2013-09-15 17:03:00,TOCANTINS,ABREULANDIA,Cerrado,-9.54274,-49.23911,9,15,17,11
2013-08-19 17:09:00,TOCANTINS,ABREULANDIA,Cerrado,-9.63672,-49.23318,8,19,17,20
2013-08-20 16:50:00,TOCANTINS,ABREULANDIA,Cerrado,-9.63557,-49.24076,8,20,16,14
2013-09-20 17:09:00,TOCANTINS,ABREULANDIA,Cerrado,-9.27399,-49.42823,9,20,17,16
2013-08-21 16:31:00,TOCANTINS,ABREULANDIA,Cerrado,-9.60662,-49.01693,8,21,16,13
2013-06-22 16:55:00,TOCANTINS,ABREULANDIA,Cerrado,-9.66024,-49.23526,6,22,16,14
2013-08-22 16:12:00,TOCANTINS,ABREULANDIA,Cerrado,-9.40814,-49.5024,8,22,16,14
2013-09-23 16:13:00,TOCANTINS,ABREULANDIA,Cerrado,-9.408619999999999,-49.40195,9,23,16,12
2013-08-24 17:15:00,TOCANTINS,ABREULANDIA,Cerrado,-9.63374,-49.04137,8,24,17,20
