datahora,estado,municipio,bioma,latitude,longitude,mes,dia,hora,count
2009-11-11 16:51:00,PARA,ABAETETUBA,Amazonia,-1.9069999999999998,-48.845,11,11,16,12
2009-11-13 16:38:00,PARA,ABAETETUBA,Amazonia,-1.675,-48.744,11,13,16,12
2009-11-24 16:20:00,PARA,ABAETETUBA,Amazonia,-1.921,-48.922,11,24,16,11
2009-09-12 19:54:31,TOCANTINS,ABREULANDIA,Cerrado,-9.51333,-49.365,9,12,19,12
2009-07-02 20:48:41,MARANHAO,ACAILANDIA,Amazonia,-4.86333,-47.49,7,2,20,13
2009-11-11 16:50:00,MARANHAO,ACAILANDIA,Amazonia,-4.837,-47.835,11,11,16,17
2009-11-12 21:45:00,MARANHAO,ACAILANDIA,Amazonia,-4.41667,-47.05,11,12,21,15
2009-11-13 21:30:00,MARANHAO,ACAILANDIA,Amazonia,-4.816669999999999,-47.26667,11,13,21,13
2009-11-21 21:45:00,MARANHAO,ACAILANDIA,Amazonia,-4.2666699999999995,-47.08333,11,21,21,12
2009-11-22 19:52:08,MARANHAO,ACAILANDIA,Amazonia,-4.415,-47.065,11,22,19,15
2009-11-26 19:56:08,MARANHAO,ACAILANDIA,Amazonia,-5.07333,-47.13667,11,26,19,14
2009-12-01 16:26:00,PARA,ACARA,Amazonia,-2.14,-48.288,12,1,16,18
2009-11-02 16:57:00,PARA,ACARA,Amazonia,-2.37,-48.51300000000001,11,2,16,27
2009-12-02 17:45:00,PARA,ACARA,Amazonia,-2.19731,-48.46667,12,2,17,12
2009-09-03 16:33:00,PARA,ACARA,Amazonia,-1.8619999999999999,-48.362,9,3,16,15
2009-11-04 16:45:00,PARA,ACARA,Amazonia,-1.857,-48.451,11,4,16,16
2009-12-04 01:36:00,PARA,ACARA,Amazonia,-2.345,-48.541,12,4,1,12
2009-12-04 16:57:00,PARA,ACARA,Amazonia,-1.879,-48.401,12,4,16,23
2009-10-05 16:33:00,PARA,ACARA,Amazonia,-1.9669999999999999,-48.081,10,5,16,16
2009-11-06 16:32:00,PARA,ACARA,Amazonia,-1.662,-48.369,11,6,16,41
2009-12-06 16:54:23,PARA,ACARA,Amazonia,-1.87,-48.36,12,6,16,22
2009-09-08 16:51:00,PARA,ACARA,Amazonia,-2.12,-48.257,9,8,16,14
2009-11-08 16:20:00,PARA,ACARA,Amazonia,-1.597,-48.307,11,8,16,11
2009-11-09 17:30:00,PARA,ACARA,Amazonia,-2.03333,-48.48333,11,9,17,17
2009-09-10 16:45:00,PARA,ACARA,Amazonia,-2.4333299999999998,-48.6,9,10,16,11
2009-11-11 16:51:00,PARA,ACARA,Amazonia,-1.835,-48.276,11,11,16,41
2009-11-13 16:57:03,PARA,ACARA,Amazonia,-2.05,-48.47,11,13,16,54
2009-10-14 16:45:00,PARA,ACARA,Amazonia,-2.4,-48.58333,10,14,16,32
2009-08-16 16:45:00,PARA,ACARA,Amazonia,-1.984,-48.424,8,16,16,20
2009-11-17 16:45:00,PARA,ACARA,Amazonia,-1.93333,-48.48333,11,17,16,15
