datahora,estado,municipio,bioma,latitude,longitude,mes,dia,hora,count
2001-10-05 19:48:24,MARANHAO,ACAILANDIA,Amazonia,-4.97,-47.6967,10,5,19,20
2001-11-10 01:52:00,MARANHAO,ACAILANDIA,Amazonia,-4.416,-47.19,11,10,1,13
2001-11-11 20:22:24,MARANHAO,ACAILANDIA,Amazonia,-5.015,-47.2467,11,11,20,22
2001-11-12 21:39:48,MARANHAO,ACAILANDIA,Amazonia,-4.83833,-47.4333,11,12,21,13
2001-10-14 19:37:59,MARANHAO,ACAILANDIA,Amazonia,-4.56,-47.0733,10,14,19,24
2001-11-17 19:40:58,MARANHAO,ACAILANDIA,Amazonia,-4.835,-47.6883,11,17,19,15
2001-08-18 20:07:03,MARANHAO,ACAILANDIA,Amazonia,-4.74833,-47.3017,8,18,20,18
2001-10-18 19:44:31,MARANHAO,ACAILANDIA,Amazonia,-4.885,-47.0333,10,18,19,22
2001-08-19 13:48:00,MARANHAO,ACAILANDIA,Amazonia,-4.947,-47.511,8,19,13,15
2001-08-19 19:43:31,MARANHAO,ACAILANDIA,Amazonia,-4.26167,-47.08,8,19,19,11
2001-10-21 20:14:41,MARANHAO,ACAILANDIA,Amazonia,-4.86833,-47.4583,10,21,20,43
2001-10-22 19:51:01,MARANHAO,ACAILANDIA,Amazonia,-4.635,-47.7017,10,22,19,14
2001-08-26 20:21:02,MARANHAO,ACAILANDIA,Amazonia,-5.00333,-47.1017,8,26,20,18
2001-10-29 20:27:28,MARANHAO,ACAILANDIA,Amazonia,-4.61,-47.1417,10,29,20,11
2001-09-30 20:05:22,MARANHAO,ACAILANDIA,Amazonia,-4.6883300000000006,-47.8633,9,30,20,11
2001-10-30 20:03:46,MARANHAO,ACAILANDIA,Amazonia,-4.88167,-47.2983,10,30,20,37
2001-08-08 01:44:00,PARA,ACARA,Amazonia,-2.358,-48.694,8,8,1,11
2001-10-02 19:18:07,PIAUI,ACAUA,Caatinga,-8.23333,-40.83,10,2,19,16
2001-10-09 19:55:01,PIAUI,ACAUA,Caatinga,-8.26,-40.8783,10,9,19,13
2001-09-27 19:35:00,PIAUI,ACAUA,Caatinga,-8.33333,-40.8433,9,27,19,15
2001-11-01 19:16:17,CEARA,ACOPIARA,Caatinga,-6.08833,-39.1417,11,1,19,13
2001-11-04 19:46:15,CEARA,ACOPIARA,Caatinga,-6.07667,-39.8317,11,4,19,11
2001-11-08 19:52:29,CEARA,ACOPIARA,Caatinga,-6.19,-39.6817,11,8,19,22
2001-11-09 19:28:44,CEARA,ACOPIARA,Caatinga,-6.15,-39.4567,11,9,19,55
2001-11-10 19:04:59,CEARA,ACOPIARA,Caatinga,-6.04833,-39.4283,11,10,19,13
2001-11-13 19:34:53,CEARA,ACOPIARA,Caatinga,-6.1933300000000004,-39.5517,11,13,19,36
2001-11-14 19:11:07,CEARA,ACOPIARA,Caatinga,-6.146669999999999,-39.5017,11,14,19,15
2001-11-17 19:40:58,CEARA,ACOPIARA,Caatinga,-6.1933300000000004,-39.7867,11,17,19,20
2001-11-21 19:47:00,CEARA,ACOPIARA,Caatinga,-6.2333300000000005,-39.5933,11,21,19,12
2001-10-23 19:27:20,CEARA,ACOPIARA,Caatinga,-6.0683300000000004,-39.26,10,23,19,11
2001-09-27 19:35:00,CEARA,ACOPIARA,Caatinga,-6.245,-39.655,9,27,19,20
2001-09-28 19:11:24,CEARA,ACOPIARA,Caatinga,-6.295,-39.63,9,28,19,15
2001-10-01 19:41:44,ACRE,ACRELANDIA,Amazonia,-9.80333,-67.005,10,1,19,16
2001-09-13 20:01:41,ACRE,ACRELANDIA,Amazonia,-9.88167,-66.8317,9,13,20,14
2001-09-14 19:38:07,ACRE,ACRELANDIA,Amazonia,-9.953330000000001,-66.87,9,14,19,19
2001-08-27 21:38:40,ACRE,ACRELANDIA,Amazonia,-9.90833,-67.0583,8,27,21,17
2001-10-03 13:17:00,PERNAMBUCO,AFRANIO,Caatinga,-8.687999999999999,-40.839,10,3,13,11
2001-09-03 02:19:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.809,-50.095,9,3,2,11
2001-09-03 20:34:59,PARA,AGUA AZUL DO NORTE,Amazonia,-6.768330000000001,-50.2467,9,3,20,16
2001-08-04 20:33:03,PARA,AGUA AZUL DO NORTE,Amazonia,-6.683330000000001,-50.875,8,4,20,14
2001-09-04 20:11:25,PARA,AGUA AZUL DO NORTE,Amazonia,-6.605,-50.2067,9,4,20,51
2001-09-05 02:06:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.8839999999999995,-50.332,9,5,2,26
2001-08-13 22:04:45,PARA,AGUA AZUL DO NORTE,Amazonia,-6.57333,-50.1567,8,13,22,47
2001-09-13 20:01:41,PARA,AGUA AZUL DO NORTE,Amazonia,-6.61333,-50.0617,9,13,20,24
2001-08-14 20:00:03,PARA,AGUA AZUL DO NORTE,Amazonia,-6.75333,-50.5367,8,14,20,44
2001-08-15 14:14:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.997999999999999,-50.552,8,15,14,40
2001-08-16 02:32:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.888,-50.574,8,16,2,27
2001-08-16 19:12:58,PARA,AGUA AZUL DO NORTE,Amazonia,-7.095,-50.535,8,16,19,24
2001-08-17 14:01:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.891,-50.214,8,17,14,24
2001-08-17 20:30:36,PARA,AGUA AZUL DO NORTE,Amazonia,-7.04167,-50.46,8,17,20,40
2001-08-18 02:19:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.877000000000001,-50.447,8,18,2,13
2001-08-18 20:07:03,PARA,AGUA AZUL DO NORTE,Amazonia,-7.021669999999999,-50.5283,8,18,20,58
2001-08-19 13:49:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.746,-50.803,8,19,13,11
2001-08-20 19:19:58,PARA,AGUA AZUL DO NORTE,Amazonia,-7.0566699999999996,-50.2883,8,20,19,12
2001-08-21 20:37:36,PARA,AGUA AZUL DO NORTE,Amazonia,-6.91833,-50.305,8,21,20,38
2001-08-22 14:20:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.707999999999999,-50.477,8,22,14,14
2001-08-22 21:55:14,PARA,AGUA AZUL DO NORTE,Amazonia,-7.026669999999999,-50.37,8,22,21,35
2001-08-25 02:25:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.683,-50.863,8,25,2,17
2001-08-25 20:44:35,PARA,AGUA AZUL DO NORTE,Amazonia,-7.05,-50.3367,8,25,20,12
2001-09-25 20:22:12,PARA,AGUA AZUL DO NORTE,Amazonia,-6.81,-49.9967,9,25,20,20
2001-08-26 01:50:51,PARA,AGUA AZUL DO NORTE,Amazonia,-6.709,-50.874,8,26,1,15
2001-08-26 13:55:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.822,-50.075,8,26,13,13
2001-08-26 20:21:02,PARA,AGUA AZUL DO NORTE,Amazonia,-6.75667,-50.365,8,26,20,63
2001-08-27 21:38:40,PARA,AGUA AZUL DO NORTE,Amazonia,-6.98,-50.3817,8,27,21,15
2001-08-28 13:43:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.79,-50.034,8,28,13,13
2001-08-29 02:00:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.894,-50.327,8,29,2,12
2001-08-29 14:25:00,PARA,AGUA AZUL DO NORTE,Amazonia,-6.787999999999999,-50.115,8,29,14,17
2001-09-01 02:29:00,MATO GROSSO,AGUA BOA,Cerrado,-14.158,-52.628,9,1,2,16
2001-09-07 14:21:00,MATO GROSSO,AGUA BOA,Cerrado,-14.120999999999999,-52.922,9,7,14,14
2001-09-07 20:41:54,MATO GROSSO,AGUA BOA,Cerrado,-14.105,-52.9667,9,7,20,11
2001-10-24 20:44:50,MATO GROSSO,AGUA BOA,Cerrado,-14.1,-52.9383,10,24,20,12
2001-08-27 21:38:40,MATO GROSSO,AGUA BOA,Cerrado,-13.905,-52.1217,8,27,21,16
2001-11-09 19:28:44,MARANHAO,ALDEIAS ALTAS,Cerrado,-4.46833,-43.1333,11,9,19,12
2001-10-31 19:40:03,MARANHAO,ALDEIAS ALTAS,Cerrado,-4.598330000000001,-43.4167,10,31,19,14
2001-11-19 14:09:00,PARA,ALENQUER,Amazonia,-1.848,-54.524,11,19,14,11
2001-09-21 20:15:23,TOCANTINS,ALIANCA DO TOCANTINS,Cerrado,-11.2767,-49.1733,9,21,20,15
2001-07-25 13:57:00,TOCANTINS,ALMAS,Cerrado,-11.106,-47.227,7,25,13,22
2001-12-11 20:16:46,PARA,ALMEIRIM,Amazonia,-1.32,-52.2483,12,11,20,13
2001-12-15 20:22:33,PARA,ALMEIRIM,Amazonia,-0.8916700000000001,-52.6917,12,15,20,17
2001-12-19 20:28:20,PARA,ALMEIRIM,Amazonia,-1.59833,-52.8183,12,19,20,16
2001-12-21 14:08:00,PARA,ALMEIRIM,Amazonia,-1.446,-53.03100000000001,12,21,14,14
2001-11-23 20:40:37,PARA,ALMEIRIM,Amazonia,-1.37,-53.4567,11,23,20,17
2001-11-24 02:05:00,PARA,ALMEIRIM,Amazonia,-1.3319999999999999,-52.136,11,24,2,13
2001-11-24 20:16:49,PARA,ALMEIRIM,Amazonia,-1.2566700000000002,-53.5083,11,24,20,33
2001-11-26 14:15:00,PARA,ALMEIRIM,Amazonia,-1.314,-52.101000000000006,11,26,14,18
2001-11-28 14:03:00,PARA,ALMEIRIM,Amazonia,-1.6,-52.973,11,28,14,14
2001-12-28 01:54:33,PARA,ALMEIRIM,Amazonia,-0.787,-53.194,12,28,1,18
2001-12-28 20:15:54,PARA,ALMEIRIM,Amazonia,-1.6,-52.7883,12,28,20,11
2001-10-02 19:18:07,MATO GROSSO,ALTA FLORESTA,Amazonia,-10.435,-56.4533,10,2,19,29
2001-08-04 20:33:03,MATO GROSSO,ALTA FLORESTA,Amazonia,-9.955,-56.7783,8,4,20,14
2001-10-05 02:17:00,MATO GROSSO,ALTA FLORESTA,Amazonia,-9.622,-56.059,10,5,2,11
2001-10-05 14:44:00,MATO GROSSO,ALTA FLORESTA,Amazonia,-10.48,-56.288,10,5,14,21
2001-08-07 19:22:27,MATO GROSSO,ALTA FLORESTA,Amazonia,-10.1283,-56.9033,8,7,19,27
2001-08-16 19:12:58,MATO GROSSO,ALTA FLORESTA,Amazonia,-10.57,-56.6267,8,16,19,17
2001-07-17 19:10:43,MATO GROSSO,ALTA FLORESTA,Amazonia,-9.475,-56.215,7,17,19,14
2001-09-19 19:21:25,MATO GROSSO,ALTA FLORESTA,Amazonia,-10.395,-56.5067,9,19,19,31
2001-09-20 13:49:00,MATO GROSSO,ALTA FLORESTA,Amazonia,-10.107000000000001,-56.4,9,20,13,13
2001-08-21 20:37:36,MATO GROSSO,ALTA FLORESTA,Amazonia,-10.3733,-56.3883,8,21,20,11
2001-06-23 20:09:20,MATO GROSSO,ALTA FLORESTA,Amazonia,-9.55667,-56.2517,6,23,20,14
2001-09-24 02:35:00,MATO GROSSO,ALTA FLORESTA,Amazonia,-10.54,-56.441,9,24,2,11
